SourceFile,ExifTool:ExifToolVersion,System:FileName,System:Directory,System:FileSize,System:FileModifyDate,System:FileAccessDate,System:FileCreateDate,System:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,PDF:PDFVersion,PDF:Linearized,PDF:TaggedPDF,PDF:PageLayout,PDF:PageCount,PDF:Author,PDF:CreateDate,PDF:Creator,PDF:ModifyDate,PDF:Producer,PDF:Subject,PDF:Title,XMP-x:XMPToolkit,XMP-xmp:ModifyDate,XMP-xmp:CreateDate,XMP-xmp:MetadataDate,XMP-xmp:CreatorTool,XMP-xmpMM:DocumentID,XMP-xmpMM:InstanceID,XMP-dc:Format,XMP-dc:Title,XMP-dc:Description,XMP-dc:Creator,XMP-pdf:Producer,XMP-pdf:Keywords,XMP-pdfaid:Part,XMP-pdfaid:Conformance,XMP-pdfaExtension:SchemasNamespaceURI,XMP-pdfaExtension:SchemasPrefix,XMP-pdfaExtension:SchemasSchema,XMP-pdfaExtension:SchemasPropertyCategory,XMP-pdfaExtension:SchemasPropertyDescription,XMP-pdfaExtension:SchemasPropertyName,XMP-pdfaExtension:SchemasPropertyValueType,ICC-header:ProfileCMMType,ICC-header:ProfileVersion,ICC-header:ProfileClass,ICC-header:ColorSpaceData,ICC-header:ProfileConnectionSpace,ICC-header:ProfileDateTime,ICC-header:ProfileFileSignature,ICC-header:PrimaryPlatform,ICC-header:CMMFlags,ICC-header:DeviceManufacturer,ICC-header:DeviceModel,ICC-header:DeviceAttributes,ICC-header:RenderingIntent,ICC-header:ConnectionSpaceIlluminant,ICC-header:ProfileCreator,ICC-header:ProfileID,ICC_Profile:ProfileCopyright,ICC_Profile:ProfileDescription,ICC_Profile:MediaWhitePoint,ICC_Profile:MediaBlackPoint,ICC_Profile:GrayTRC
C:/Users/lstuch1/Desktop/S3 PDFs/(A1b) Chinese.pdf,13.40,(A1b) Chinese.pdf,C:/Users/lstuch1/Desktop/S3 PDFs,1200 kB,2026:02:26 16:11:42-05:00,2026:02:26 16:12:07-05:00,2026:02:26 16:11:42-05:00,-rw-rw-rw-,PDF,pdf,application/pdf,1.4,Yes,Yes,OneColumn,6,Wang,2026:02:26 16:09:51-05:00,Acrobat PDFMaker 25 for Word,2026:02:26 16:11:42-05:00,Adobe PDF Library 25.1.231,,,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",2026:02:26 16:11:42-05:00,2026:02:26 16:09:51-05:00,2026:02:26 16:11:42-05:00,Acrobat PDFMaker 25 for Word,uuid:ef3b8517-97ba-45aa-95a9-c9cf2b5492a5,uuid:4ef722bb-21f8-4345-8022-f005a686c1ed,application/pdf,,,Wang,Adobe PDF Library 25.1.231,,1,B,http://ns.adobe.com/xap/1.0/mm/,xmpMM,XMP Media Management Schema,internal,UUID based identifier for specific incarnation of a document,InstanceID,URI,Adobe Systems Inc.,2.1.0,Output Device Profile,GRAY,"XYZ ",1999:06:03 00:00:00,acsp,Apple Computer Inc.,"Not Embedded, Independent",none,,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,Adobe Systems Inc.,0,Copyright 1999 Adobe Systems Incorporated,Dot Gain 20%,0.9642 1 0.82491,0 0 0,"(Binary data 524 bytes, use -b option to extract)"
