SourceFile,ExifTool:ExifToolVersion,System:FileName,System:Directory,System:FileSize,System:FileModifyDate,System:FileAccessDate,System:FileCreateDate,System:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,FlashPix:Identification,FlashPix:LanguageCode,FlashPix:DocFlags,FlashPix:System,FlashPix:Word97,FlashPix:CodePage,FlashPix:Title,FlashPix:Subject,FlashPix:Author,FlashPix:Keywords,FlashPix:Comments,FlashPix:Template,FlashPix:LastModifiedBy,FlashPix:RevisionNumber,FlashPix:Software,FlashPix:TotalEditTime,FlashPix:CreateDate,FlashPix:ModifyDate,FlashPix:Pages,FlashPix:Words,FlashPix:Characters,FlashPix:Security,FlashPix:Company,FlashPix:Lines,FlashPix:Paragraphs,FlashPix:CharCountWithSpaces,FlashPix:AppVersion,FlashPix:ScaleCrop,FlashPix:LinksUpToDate,FlashPix:SharedDoc,FlashPix:HyperlinksChanged,FlashPix:TitleOfParts,FlashPix:HeadingPairs,FlashPix:CompObjUserTypeLen,FlashPix:CompObjUserType,MS-DOC:ModifyDate,MS-DOC:CreateDate,MS-DOC:LastPrinted,MS-DOC:RevisionNumber,MS-DOC:TotalEditTime,MS-DOC:Words,MS-DOC:Characters,MS-DOC:Pages,MS-DOC:Paragraphs,MS-DOC:Lines
C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/8 ENTrEVISTA 8.doc,13.40,8 ENTrEVISTA 8.doc,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC,45 kB,2010:11:16 09:51:26-05:00,2026:02:05 12:31:43-05:00,2026:02:05 11:57:56-05:00,-rw-rw-rw-,DOC,doc,application/msword,Word 8.0,Portuguese (Brazilian),"1Table, ExtChar",Windows,No,Windows Latin 1 (Western European),8 ENTrEVISTA 8,,Marcelo,,,Normal,Marcelo,16,Microsoft Office Word,4.2 hours,2010:07:02 14:05:00,2010:11:16 12:51:00,1,2136,11535,None,Brasil Virtual,96,27,13644,11.5606,No,No,No,No,8 ENTrEVISTA 8,"T├¡tulo, 1",35,Documento do Microsoft Office Word,2010:11:16 12:51:25,2010:07:02 12:05:00,0000:00:00 00:00:00,16,4.2 hours,2136,11535,1,27,96
