SourceFile,ExifTool:ExifToolVersion,System:FileName,System:Directory,System:FileSize,System:FileModifyDate,System:FileAccessDate,System:FileCreateDate,System:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,PDF:PDFVersion,PDF:Linearized,PDF:Language,PDF:TaggedPDF,PDF:PageLayout,PDF:PageCount,PDF:Author,PDF:CreateDate,PDF:Creator,PDF:ModifyDate,PDF:Producer,PDF:Subject,PDF:Title,XMP-x:XMPToolkit,XMP-xmp:CreateDate,XMP-xmp:CreatorTool,XMP-xmp:ModifyDate,XMP-xmp:MetadataDate,XMP-xmpMM:DocumentID,XMP-xmpMM:InstanceID,XMP-xmpMM:RenditionClass,XMP-xmpMM:VersionID,XMP-xmpMM:HistoryAction,XMP-xmpMM:HistoryInstanceID,XMP-xmpMM:HistoryParameters,XMP-xmpMM:HistorySoftwareAgent,XMP-xmpMM:HistoryWhen,XMP-dc:Format,XMP-dc:Title,XMP-dc:Description,XMP-dc:Creator,XMP-pdf:Producer,XMP-pdf:Keywords,XMP-pdfaid:Part,XMP-pdfaid:Conformance,XMP-pdfaExtension:SchemasNamespaceURI,XMP-pdfaExtension:SchemasPrefix,XMP-pdfaExtension:SchemasSchema,XMP-pdfaExtension:SchemasPropertyCategory,XMP-pdfaExtension:SchemasPropertyDescription,XMP-pdfaExtension:SchemasPropertyName,XMP-pdfaExtension:SchemasPropertyValueType,ICC-header:ProfileCMMType,ICC-header:ProfileVersion,ICC-header:ProfileClass,ICC-header:ColorSpaceData,ICC-header:ProfileConnectionSpace,ICC-header:ProfileDateTime,ICC-header:ProfileFileSignature,ICC-header:PrimaryPlatform,ICC-header:CMMFlags,ICC-header:DeviceManufacturer,ICC-header:DeviceModel,ICC-header:DeviceAttributes,ICC-header:RenderingIntent,ICC-header:ConnectionSpaceIlluminant,ICC-header:ProfileCreator,ICC-header:ProfileID,ICC_Profile:ProfileCopyright,ICC_Profile:ProfileDescription,ICC_Profile:MediaWhitePoint,ICC_Profile:MediaBlackPoint,ICC_Profile:GrayTRC
C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/8 ENTrEVISTA 8.pdf,13.40,8 ENTrEVISTA 8.pdf,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC,186 kB,2026:02:05 11:58:45-05:00,2026:02:05 12:31:43-05:00,2026:02:05 11:58:44-05:00,-rw-rw-rw-,PDF,pdf,application/pdf,1.6,Yes,PT-BR,Yes,OneColumn,6,Marcelo,2026:02:05 11:58:35-05:00,Acrobat PDFMaker 25 for Word,2026:02:05 11:58:45-05:00,Adobe PDF Library 25.1.159,,8 ENTrEVISTA 8,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",2026:02:05 11:58:35-05:00,Acrobat PDFMaker 25 for Word,2026:02:05 11:58:45-05:00,2026:02:05 11:58:45-05:00,uuid:06fbffae-cbae-4bfe-91da-e63c8b87624d,uuid:0c0652ed-37d8-406e-8ec3-529089a4f271,default,1,converted,uuid:634778b5-dc0f-4520-b40f-c2b6fb319933,converted to PDF/A-2u,Preflight,2026:02:05 11:58:45-05:00,application/pdf,8 ENTrEVISTA 8,,Marcelo,Adobe PDF Library 25.1.159,,2,U,http://ns.adobe.com/xap/1.0/mm/,xmpMM,XMP Media Management Schema,internal,UUID based identifier for specific incarnation of a document,InstanceID,URI,Adobe Systems Inc.,2.1.0,Output Device Profile,GRAY,"XYZ ",1999:06:03 00:00:00,acsp,Apple Computer Inc.,"Not Embedded, Independent",none,,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,Adobe Systems Inc.,0,Copyright 1999 Adobe Systems Incorporated,Dot Gain 20%,0.9642 1 0.82491,0 0 0,"(Binary data 524 bytes, use -b option to extract)"
