BaseName,Tag,Original_Value,Converted_Value,Change_Status
"Caleidoscópio","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Caleidoscópio","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Caleidoscópio","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Caleidoscópio","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Caleidoscópio","ICC-header:DeviceManufacturer","","none","Added in converted"
"Caleidoscópio","ICC-header:DeviceModel","","","Modified"
"Caleidoscópio","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Caleidoscópio","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Caleidoscópio","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Caleidoscópio","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Caleidoscópio","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Caleidoscópio","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Caleidoscópio","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Caleidoscópio","ICC-header:ProfileID","","0","Added in converted"
"Caleidoscópio","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Caleidoscópio","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Caleidoscópio","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Caleidoscópio","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Caleidoscópio","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Caleidoscópio","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Caleidoscópio","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Caleidoscópio","PDF:Author","","Casa","Added in converted"
"Caleidoscópio","PDF:CreateDate","","2026:02:05 11:59:49-05:00","Added in converted"
"Caleidoscópio","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Caleidoscópio","PDF:Language","","PT-BR","Added in converted"
"Caleidoscópio","PDF:Linearized","","Yes","Added in converted"
"Caleidoscópio","PDF:ModifyDate","","2026:02:05 11:59:58-05:00","Added in converted"
"Caleidoscópio","PDF:PDFVersion","","1.6","Added in converted"
"Caleidoscópio","PDF:PageCount","","1","Added in converted"
"Caleidoscópio","PDF:PageLayout","","OneColumn","Added in converted"
"Caleidoscópio","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Caleidoscópio","PDF:Subject","","","Modified"
"Caleidoscópio","PDF:TaggedPDF","","Yes","Added in converted"
"Caleidoscópio","PDF:Title","","","Modified"
"Caleidoscópio","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Caleidoscópio","System:FileAccessDate","2026:02:05 12:33:33-05:00","2026:02:05 12:31:52-05:00","Modified"
"Caleidoscópio","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 11:59:57-05:00","Modified"
"Caleidoscópio","System:FileModifyDate","2011:02:17 13:47:48-05:00","2026:02:05 11:59:58-05:00","Modified"
"Caleidoscópio","System:FileName","Caleidoscâ¤pio.docx","Caleidoscâ¤pio.pdf","Modified"
"Caleidoscópio","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Caleidoscópio","System:FileSize","11 kB","60 kB","Modified"
"Caleidoscópio","XML:AppVersion","12.0","","Removed from original"
"Caleidoscópio","XML:Application","Microsoft Office Word","","Removed from original"
"Caleidoscópio","XML:Characters","902","","Removed from original"
"Caleidoscópio","XML:CharactersWithSpaces","1067","","Removed from original"
"Caleidoscópio","XML:Company","","","Modified"
"Caleidoscópio","XML:CreateDate","2011:02:17 17:35:00Z","","Removed from original"
"Caleidoscópio","XML:DocSecurity","","","Modified"
"Caleidoscópio","XML:HyperlinksChanged","No","","Removed from original"
"Caleidoscópio","XML:Keywords","","","Modified"
"Caleidoscópio","XML:LastModifiedBy","Casa","","Removed from original"
"Caleidoscópio","XML:Lines","7","","Removed from original"
"Caleidoscópio","XML:LinksUpToDate","No","","Removed from original"
"Caleidoscópio","XML:ModifyDate","2011:02:17 17:47:00Z","","Removed from original"
"Caleidoscópio","XML:Pages","1","","Removed from original"
"Caleidoscópio","XML:Paragraphs","2","","Removed from original"
"Caleidoscópio","XML:RevisionNumber","2","","Removed from original"
"Caleidoscópio","XML:ScaleCrop","No","","Removed from original"
"Caleidoscópio","XML:SharedDoc","No","","Removed from original"
"Caleidoscópio","XML:Template","Normal","","Removed from original"
"Caleidoscópio","XML:TotalEditTime","12 minutes","","Removed from original"
"Caleidoscópio","XML:Words","167","","Removed from original"
"Caleidoscópio","XMP-dc:Creator","Casa","Casa","Unchanged"
"Caleidoscópio","XMP-dc:Description","","","Unchanged"
"Caleidoscópio","XMP-dc:Format","","application/pdf","Added in converted"
"Caleidoscópio","XMP-dc:Subject","","","Modified"
"Caleidoscópio","XMP-dc:Title","","","Unchanged"
"Caleidoscópio","XMP-pdf:Keywords","","","Modified"
"Caleidoscópio","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Caleidoscópio","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Caleidoscópio","XMP-pdfaid:Conformance","","U","Added in converted"
"Caleidoscópio","XMP-pdfaid:Part","","2","Added in converted"
"Caleidoscópio","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Caleidoscópio","XMP-xmp:CreateDate","","2026:02:05 11:59:49-05:00","Added in converted"
"Caleidoscópio","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Caleidoscópio","XMP-xmp:MetadataDate","","2026:02:05 11:59:58-05:00","Added in converted"
"Caleidoscópio","XMP-xmp:ModifyDate","","2026:02:05 11:59:58-05:00","Added in converted"
"Caleidoscópio","XMP-xmpMM:DocumentID","","uuid:ebf883e3-5b26-490a-a767-6e682357005f","Added in converted"
"Caleidoscópio","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Caleidoscópio","XMP-xmpMM:HistoryInstanceID","","uuid:2e9be0f1-2957-494e-8d63-71027afcd737","Added in converted"
"Caleidoscópio","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Caleidoscópio","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Caleidoscópio","XMP-xmpMM:HistoryWhen","","2026:02:05 11:59:58-05:00","Added in converted"
"Caleidoscópio","XMP-xmpMM:InstanceID","","uuid:ec8c42ec-0efb-42a2-a5dc-435607f97f9e","Added in converted"
