BaseName,Tag,Original_Value,Converted_Value,Change_Status
"Mesa 5 - negritos","XMP-xmp:MetadataDate","","2026:02:05 12:00:58-05:00","Added in converted"
"Mesa 5 - negritos","XMP-xmp:ModifyDate","","2026:02:05 12:00:58-05:00","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:DocumentID","","uuid:e1e659bf-f413-4a0a-8fcf-988111d38e87","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:HistoryInstanceID","","uuid:9981f40b-7068-4bba-accc-992dca6f867f","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:HistoryWhen","","2026:02:05 12:00:57-05:00","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:InstanceID","","uuid:1d723f9f-aa7b-496a-990e-893f86fdf8b0","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Mesa 5 - negritos","XMP-xmpMM:VersionID","","1","Added in converted"
"Mesa 5 - negritos","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Mesa 5 - negritos.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Mesa 5 - negritos.pdf","Modified"
"Página  7 - Mesa 5","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Página  7 - Mesa 5","ExifTool:Warning","FileName encoding must be specified [x2]","FileName encoding must be specified [x2]","Unchanged"
"Página  7 - Mesa 5","File:FileType","DOCX","PDF","Modified"
"Página  7 - Mesa 5","File:FileTypeExtension","docx","pdf","Modified"
"Página  7 - Mesa 5","File:MIMEType","application/vnd.openxmlformats-officedocument.wordprocessingml.document","application/pdf","Modified"
"Página  7 - Mesa 5","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Página  7 - Mesa 5","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Página  7 - Mesa 5","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Página  7 - Mesa 5","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Página  7 - Mesa 5","ICC-header:DeviceManufacturer","","none","Added in converted"
"Página  7 - Mesa 5","ICC-header:DeviceModel","","","Modified"
"Página  7 - Mesa 5","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileID","","0","Added in converted"
"Página  7 - Mesa 5","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Página  7 - Mesa 5","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Página  7 - Mesa 5","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Página  7 - Mesa 5","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Página  7 - Mesa 5","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Página  7 - Mesa 5","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Página  7 - Mesa 5","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Página  7 - Mesa 5","PDF:Author","","Casa","Added in converted"
"Página  7 - Mesa 5","PDF:CreateDate","","2026:02:05 12:01:03-05:00","Added in converted"
"Página  7 - Mesa 5","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Página  7 - Mesa 5","PDF:Language","","PT-BR","Added in converted"
"Página  7 - Mesa 5","PDF:Linearized","","Yes","Added in converted"
"Página  7 - Mesa 5","PDF:ModifyDate","","2026:02:05 12:01:12-05:00","Added in converted"
"Página  7 - Mesa 5","PDF:PDFVersion","","1.6","Added in converted"
"Página  7 - Mesa 5","PDF:PageCount","","2","Added in converted"
"Página  7 - Mesa 5","PDF:PageLayout","","OneColumn","Added in converted"
"Página  7 - Mesa 5","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Página  7 - Mesa 5","PDF:Subject","","","Modified"
"Página  7 - Mesa 5","PDF:TaggedPDF","","Yes","Added in converted"
"Página  7 - Mesa 5","PDF:Title","","","Modified"
"Página  7 - Mesa 5","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Página  7 - Mesa 5","System:FileAccessDate","2026:02:05 12:33:33-05:00","2026:02:05 12:32:00-05:00","Modified"
"Página  7 - Mesa 5","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:01:11-05:00","Modified"
"Página  7 - Mesa 5","System:FileModifyDate","2011:01:10 16:43:52-05:00","2026:02:05 12:01:12-05:00","Modified"
"Página  7 - Mesa 5","System:FileName","PÃgina  7 - Mesa 5.docx","PÃgina  7 - Mesa 5.pdf","Modified"
"Página  7 - Mesa 5","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Página  7 - Mesa 5","System:FileSize","13 kB","76 kB","Modified"
"Página  7 - Mesa 5","XML:AppVersion","12.0","","Removed from original"
"Página  7 - Mesa 5","XML:Application","Microsoft Office Word","","Removed from original"
"Página  7 - Mesa 5","XML:Characters","2719","","Removed from original"
"Página  7 - Mesa 5","XML:CharactersWithSpaces","3216","","Removed from original"
"Página  7 - Mesa 5","XML:Company","","","Modified"
"Página  7 - Mesa 5","XML:CreateDate","2011:01:09 18:46:00Z","","Removed from original"
"Página  7 - Mesa 5","XML:DocSecurity","","","Modified"
"Página  7 - Mesa 5","XML:HyperlinksChanged","No","","Removed from original"
"Página  7 - Mesa 5","XML:Keywords","","","Modified"
"Página  7 - Mesa 5","XML:LastModifiedBy","Casa","","Removed from original"
"Página  7 - Mesa 5","XML:Lines","22","","Removed from original"
"Página  7 - Mesa 5","XML:LinksUpToDate","No","","Removed from original"
"Página  7 - Mesa 5","XML:ModifyDate","2011:01:10 19:43:00Z","","Removed from original"
"Página  7 - Mesa 5","XML:Pages","1","","Removed from original"
"Página  7 - Mesa 5","XML:Paragraphs","6","","Removed from original"
"Página  7 - Mesa 5","XML:RevisionNumber","8","","Removed from original"
"Página  7 - Mesa 5","XML:ScaleCrop","No","","Removed from original"
"Página  7 - Mesa 5","XML:SharedDoc","No","","Removed from original"
"Página  7 - Mesa 5","XML:Template","Normal","","Removed from original"
"Página  7 - Mesa 5","XML:TotalEditTime","2.5 hours","","Removed from original"
"Página  7 - Mesa 5","XML:Words","503","","Removed from original"
"Página  7 - Mesa 5","XMP-dc:Creator","Casa","Casa","Unchanged"
"Página  7 - Mesa 5","XMP-dc:Description","","","Unchanged"
"Página  7 - Mesa 5","XMP-dc:Format","","application/pdf","Added in converted"
"Página  7 - Mesa 5","XMP-dc:Subject","","","Modified"
"Página  7 - Mesa 5","XMP-dc:Title","","","Unchanged"
"Página  7 - Mesa 5","XMP-pdf:Keywords","","","Modified"
"Página  7 - Mesa 5","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaid:Conformance","","U","Added in converted"
"Página  7 - Mesa 5","XMP-pdfaid:Part","","2","Added in converted"
"Página  7 - Mesa 5","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Página  7 - Mesa 5","XMP-xmp:CreateDate","","2026:02:05 12:01:03-05:00","Added in converted"
"Página  7 - Mesa 5","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Página  7 - Mesa 5","XMP-xmp:MetadataDate","","2026:02:05 12:01:12-05:00","Added in converted"
"Página  7 - Mesa 5","XMP-xmp:ModifyDate","","2026:02:05 12:01:12-05:00","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:DocumentID","","uuid:aa43d6a2-ecd1-48aa-9b4e-564de1b5e38f","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:HistoryInstanceID","","uuid:091b612c-c4e7-4e6f-a529-f608549d7528","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:HistoryWhen","","2026:02:05 12:01:12-05:00","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:InstanceID","","uuid:7a027da1-d27e-46db-8b54-a98ca415e480","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Página  7 - Mesa 5","XMP-xmpMM:VersionID","","1","Added in converted"
"Página  7 - Mesa 5","ZIP:ZipBitFlag","0x0006","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipCRC","0x3795fcdd","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipCompressedSize","358","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipCompression","Deflated","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipFileName","[Content_Types].xml","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipModifyDate","1980:01:01 00:00:00","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipRequiredVersion","20","","Removed from original"
"Página  7 - Mesa 5","ZIP:ZipUncompressedSize","1312","","Removed from original"
"Página  7 - Mesa 5","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/PÃgina  7 - Mesa 5.docx","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/PÃgina  7 - Mesa 5.pdf","Modified"
"Segredo de Estado","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Segredo de Estado","File:FileType","DOCX","PDF","Modified"
"Segredo de Estado","File:FileTypeExtension","docx","pdf","Modified"
"Segredo de Estado","File:MIMEType","application/vnd.openxmlformats-officedocument.wordprocessingml.document","application/pdf","Modified"
"Segredo de Estado","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Segredo de Estado","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Segredo de Estado","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Segredo de Estado","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Segredo de Estado","ICC-header:DeviceManufacturer","","none","Added in converted"
"Segredo de Estado","ICC-header:DeviceModel","","","Modified"
"Segredo de Estado","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Segredo de Estado","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Segredo de Estado","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Segredo de Estado","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Segredo de Estado","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Segredo de Estado","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Segredo de Estado","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Segredo de Estado","ICC-header:ProfileID","","0","Added in converted"
"Segredo de Estado","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Segredo de Estado","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Segredo de Estado","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Segredo de Estado","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Segredo de Estado","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Segredo de Estado","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Segredo de Estado","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Segredo de Estado","PDF:Author","","Casa","Added in converted"
"Segredo de Estado","PDF:CreateDate","","2026:02:05 12:01:18-05:00","Added in converted"
"Segredo de Estado","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Segredo de Estado","PDF:Language","","PT-BR","Added in converted"
"Segredo de Estado","PDF:Linearized","","Yes","Added in converted"
"Segredo de Estado","PDF:ModifyDate","","2026:02:05 12:01:28-05:00","Added in converted"
"Segredo de Estado","PDF:PDFVersion","","1.6","Added in converted"
"Segredo de Estado","PDF:PageCount","","3","Added in converted"
"Segredo de Estado","PDF:PageLayout","","OneColumn","Added in converted"
"Segredo de Estado","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Segredo de Estado","PDF:Subject","","","Modified"
"Segredo de Estado","PDF:TaggedPDF","","Yes","Added in converted"
"Segredo de Estado","PDF:Title","","","Modified"
"Segredo de Estado","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Segredo de Estado","System:FileAccessDate","2026:02:05 12:40:00-05:00","2026:02:05 12:32:02-05:00","Modified"
"Segredo de Estado","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:01:26-05:00","Modified"
"Segredo de Estado","System:FileModifyDate","2011:02:10 08:47:34-05:00","2026:02:05 12:01:28-05:00","Modified"
"Segredo de Estado","System:FileName","Segredo de Estado.docx","Segredo de Estado.pdf","Modified"
"Segredo de Estado","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Segredo de Estado","System:FileSize","18 kB","558 kB","Modified"
"Segredo de Estado","XML:AppVersion","12.0","","Removed from original"
"Segredo de Estado","XML:Application","Microsoft Office Word","","Removed from original"
"Segredo de Estado","XML:Characters","6868","","Removed from original"
"Segredo de Estado","XML:CharactersWithSpaces","8123","","Removed from original"
"Segredo de Estado","XML:Company","","","Modified"
"Segredo de Estado","XML:CreateDate","2011:01:30 22:39:00Z","","Removed from original"
"Segredo de Estado","XML:DocSecurity","","","Modified"
"Segredo de Estado","XML:HyperlinksChanged","No","","Removed from original"
"Segredo de Estado","XML:Keywords","","","Modified"
"Segredo de Estado","XML:LastModifiedBy","Casa","","Removed from original"
"Segredo de Estado","XML:Lines","57","","Removed from original"
"Segredo de Estado","XML:LinksUpToDate","No","","Removed from original"
"Segredo de Estado","XML:ModifyDate","2011:02:10 11:47:00Z","","Removed from original"
"Segredo de Estado","XML:Pages","1","","Removed from original"
"Segredo de Estado","XML:Paragraphs","16","","Removed from original"
"Segredo de Estado","XML:RevisionNumber","38","","Removed from original"
"Segredo de Estado","XML:ScaleCrop","No","","Removed from original"
"Segredo de Estado","XML:SharedDoc","No","","Removed from original"
"Segredo de Estado","XML:Template","Normal","","Removed from original"
"Segredo de Estado","XML:TotalEditTime","13.0 hours","","Removed from original"
"Segredo de Estado","XML:Words","1271","","Removed from original"
"Segredo de Estado","XMP-dc:Creator","Casa","Casa","Unchanged"
"Segredo de Estado","XMP-dc:Description","","","Unchanged"
"Segredo de Estado","XMP-dc:Format","","application/pdf","Added in converted"
"Segredo de Estado","XMP-dc:Subject","","","Modified"
"Segredo de Estado","XMP-dc:Title","","","Unchanged"
"Segredo de Estado","XMP-pdf:Keywords","","","Modified"
"Segredo de Estado","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Segredo de Estado","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Segredo de Estado","XMP-pdfaid:Conformance","","U","Added in converted"
"Segredo de Estado","XMP-pdfaid:Part","","2","Added in converted"
"Segredo de Estado","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Segredo de Estado","XMP-xmp:CreateDate","","2026:02:05 12:01:18-05:00","Added in converted"
"Segredo de Estado","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Segredo de Estado","XMP-xmp:MetadataDate","","2026:02:05 12:01:28-05:00","Added in converted"
"Segredo de Estado","XMP-xmp:ModifyDate","","2026:02:05 12:01:28-05:00","Added in converted"
"Segredo de Estado","XMP-xmpMM:DocumentID","","uuid:20875dac-189d-4461-bfd9-52ca41a1212c","Added in converted"
"Segredo de Estado","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Segredo de Estado","XMP-xmpMM:HistoryInstanceID","","uuid:0f187c4f-3129-4601-8817-7b5ff30a0e88","Added in converted"
"Segredo de Estado","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Segredo de Estado","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Segredo de Estado","XMP-xmpMM:HistoryWhen","","2026:02:05 12:01:28-05:00","Added in converted"
"Segredo de Estado","XMP-xmpMM:InstanceID","","uuid:1ca90d28-1aa0-4803-a886-d02f973eb9c2","Added in converted"
"Segredo de Estado","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Segredo de Estado","XMP-xmpMM:VersionID","","1","Added in converted"
"Segredo de Estado","ZIP:ZipBitFlag","0x0006","","Removed from original"
"Segredo de Estado","ZIP:ZipCRC","0x3795fcdd","","Removed from original"
"Segredo de Estado","ZIP:ZipCompressedSize","358","","Removed from original"
"Segredo de Estado","ZIP:ZipCompression","Deflated","","Removed from original"
"Segredo de Estado","ZIP:ZipFileName","[Content_Types].xml","","Removed from original"
"Segredo de Estado","ZIP:ZipModifyDate","1980:01:01 00:00:00","","Removed from original"
"Segredo de Estado","ZIP:ZipRequiredVersion","20","","Removed from original"
"Segredo de Estado","ZIP:ZipUncompressedSize","1312","","Removed from original"
"Segredo de Estado","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Segredo de Estado.docx","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Segredo de Estado.pdf","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Ser solidário é oferecer o pescoço ao sacrifício","ExifTool:Warning","FileName encoding must be specified [x2]","FileName encoding must be specified [x2]","Unchanged"
"Ser solidário é oferecer o pescoço ao sacrifício","File:FileType","DOC","PDF","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","File:FileTypeExtension","doc","pdf","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","File:MIMEType","application/msword","application/pdf","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:AppVersion","11.5606","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Author","Marcelo","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:CharCountWithSpaces","6108","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Characters","5164","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:CodePage","Windows Latin 1 (Western European)","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Comments","","","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:CompObjUserType","Documento do Microsoft Office Word","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:CompObjUserTypeLen","35","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Company","Brasil Virtual","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:CreateDate","2010:10:22 11:09:00","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:DocFlags","1Table, ExtChar","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:HeadingPairs","TâÂ¡tulo, 1","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:HyperlinksChanged","No","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Identification","Word 8.0","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Keywords","","","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:LanguageCode","Portuguese (Brazilian)","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:LastModifiedBy","Marcelo","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Lines","43","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:LinksUpToDate","No","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:ModifyDate","2010:10:27 18:03:00","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Pages","1","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Paragraphs","12","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:RevisionNumber","18","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:ScaleCrop","No","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Security","","","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:SharedDoc","No","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Software","Microsoft Office Word","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Subject","","","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:System","Windows","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Template","Normal","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Title","Ser solidâÃ­rio ââ oferecer o pescoâÂºo ao sacrifâÂ¡cio","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:TitleOfParts","Ser solidâÃ­rio ââ oferecer o pescoâÂºo ao sacrifâÂ¡cio","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:TotalEditTime","5.5 hours","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Word97","No","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","FlashPix:Words","956","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:DeviceManufacturer","","none","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:DeviceModel","","","Modified"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileID","","0","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:Characters","5164","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:CreateDate","2010:10:22 09:09:00","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:Lines","43","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:ModifyDate","2010:10:27 18:03:45","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:Pages","1","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:Paragraphs","12","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:RevisionNumber","18","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:TotalEditTime","5.5 hours","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","MS-DOC:Words","956","","Removed from original"
"Ser solidário é oferecer o pescoço ao sacrifício","PDF:Author","","Marcelo","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","PDF:CreateDate","","2026:02:05 12:01:32-05:00","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Ser solidário é oferecer o pescoço ao sacrifício","PDF:Language","","PT-BR","Added in converted"
