SourceFile,ExifTool:ExifToolVersion,System:FileName,System:Directory,System:FileSize,System:FileModifyDate,System:FileAccessDate,System:FileCreateDate,System:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,FlashPix:Identification,FlashPix:LanguageCode,FlashPix:DocFlags,FlashPix:System,FlashPix:Word97,FlashPix:CodePage,FlashPix:Title,FlashPix:Subject,FlashPix:Author,FlashPix:Keywords,FlashPix:Template,FlashPix:LastModifiedBy,FlashPix:RevisionNumber,FlashPix:Software,FlashPix:TotalEditTime,FlashPix:LastPrinted,FlashPix:CreateDate,FlashPix:ModifyDate,FlashPix:Pages,FlashPix:Words,FlashPix:Characters,FlashPix:Security,FlashPix:Company,FlashPix:Lines,FlashPix:Paragraphs,FlashPix:CharCountWithSpaces,FlashPix:AppVersion,FlashPix:ScaleCrop,FlashPix:LinksUpToDate,FlashPix:SharedDoc,FlashPix:HyperlinksChanged,FlashPix:TitleOfParts,FlashPix:HeadingPairs,FlashPix:CompObjUserTypeLen,FlashPix:CompObjUserType,MS-DOC:ModifyDate,MS-DOC:CreateDate,MS-DOC:LastPrinted,MS-DOC:RevisionNumber,MS-DOC:TotalEditTime,MS-DOC:Words,MS-DOC:Characters,MS-DOC:Pages,MS-DOC:Paragraphs,MS-DOC:Lines
C:/Users/lstuch1/Desktop/S3 Originals/(A2u Cloud) Chinese.doc,13.40,(A2u Cloud) Chinese.doc,C:/Users/lstuch1/Desktop/S3 Originals,69 kB,2015:04:22 00:21:46-04:00,2026:02:26 16:24:19-05:00,2026:02:26 16:05:21-05:00,-rw-rw-rw-,DOC,doc,application/msword,Word 8.0,English (US),"1Table, ExtChar, Far east",Windows,No,Windows Traditional Chinese (Taiwan),,,Wang,,Normal,Wang,126,Microsoft Office Word,3.5 hours,2015:04:10 16:03:00,2015:03:28 16:53:00,2015:04:22 04:21:00,6,652,3723,None,,31,8,4367,12.0000,No,No,No,No,,"Title, 1",39,Microsoft Office Word 97-2003 Document,2015:04:22 04:21:45,2015:03:28 12:53:00,2015:04:10 12:03:00,126,3.5 hours,652,3723,6,8,31
